link,had_collected
https://www.youtube.com/watch?v=1UygJmcHUdQ,0
https://www.youtube.com/watch?v=g4DAFnZcCcQ,0
https://www.youtube.com/watch?v=LTr8cXAxy1I,0
https://www.youtube.com/watch?v=Ow3xqv7ahXo,0
https://www.youtube.com/watch?v=TRiF8PdrIP8,0
https://www.youtube.com/watch?v=NFZ_MtTvwm0,0
https://www.youtube.com/watch?v=Pgxi8dsUW-o,0
https://www.youtube.com/watch?v=YY2-jJojnOA,0
https://www.youtube.com/watch?v=7Pogam71094,0
https://www.youtube.com/watch?v=DL0OPJ2hahc,0
https://www.youtube.com/watch?v=WwE0tR08OTU,0
https://www.youtube.com/watch?v=2LIJtcI4dbg,0
https://www.youtube.com/watch?v=rXnaD7PU9kY,0
https://www.youtube.com/watch?v=Ng_qwlvhrJo,0
https://www.youtube.com/watch?v=bzIPun3cVsw,0
https://www.youtube.com/watch?v=miKQkeq5sbU,0
https://www.youtube.com/watch?v=Lwt_VThQIdM,0
https://www.youtube.com/watch?v=P2oPACr4uuU,0
https://www.youtube.com/watch?v=h-D6ukDcS9o,0
https://www.youtube.com/watch?v=mY77HA20MzA,0
https://www.youtube.com/watch?v=4krBgDFycgY,0
https://www.youtube.com/watch?v=dpUxRIqbNlc,0
https://www.youtube.com/watch?v=Cp431S5z8PE,0
https://www.youtube.com/watch?v=ttLYXcza4j4,0
https://www.youtube.com/watch?v=3-f9DEFsh4w,0
